reserva_id,huesped,pais_residencia_declarado,documento_tipo,documento_en_legajo,canal,check_in,check_out,noches,tarifa_noche_ars,total_alojamiento_ars,desayuno_incluido,consumos_extra_ars,medio_pago,comprobante_clase,estado,motivo,neto_ars,iva_en_juego_ars
R-1443,F. Almeida,AR,DNI,si,Directo web,2026-06-17,2026-06-20,3,104800,314400,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,259835,0
R-1444,N. Garcia,US,Pasaporte,no,Booking.com,2026-07-15,2026-07-18,3,84400,253200,si,0,efectivo_usd,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo usd)",209256,0
R-1445,L. Fernandez,AR,DNI,si,Booking.com,2026-06-14,2026-06-15,1,99900,99900,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,82562,0
R-1446,T. Nakamura,MX,Pasaporte,si,Booking.com,2026-08-28,2026-08-31,3,102900,308700,si,22000,efectivo_ars,A,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",255124,0
R-1447,S. Johnson,ES,Pasaporte,no,Booking.com,2026-06-30,2026-07-01,1,89200,89200,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",73719,0
R-1448,A. Costa,AR,DNI,si,Directo web,2026-06-25,2026-06-28,3,88700,266100,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,219917,0
R-1449,V. Romero,AR,DNI,si,Despegar,2026-08-14,2026-08-17,3,106900,320700,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,265041,0
R-1450,I. Petrov,CO,Pasaporte,si,Directo web,2026-07-13,2026-07-15,2,92500,185000,si,0,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Colombia (BIN 521212),152893,32107
R-1451,D. Oliveira,AR,DNI,si,Telefono/WhatsApp,2026-08-07,2026-08-09,2,98600,197200,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,162975,0
R-1452,K. Novak,MX,Pasaporte,si,Expedia,2026-07-18,2026-07-25,7,113000,791000,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",653719,0
R-1453,O. Ahmed,CO,Pasaporte,si,Despegar,2026-08-17,2026-08-19,2,96600,193200,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",159669,0
R-1454,T. Nakamura,AR,DNI,si,Booking.com,2026-09-07,2026-09-09,2,90800,181600,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,150083,0
R-1455,J. Pereira,AR,DNI,si,Expedia,2026-07-29,2026-07-31,2,98800,197600,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,163306,0
R-1456,C. Rossi,AR,DNI,si,Booking.com,2026-08-18,2026-08-20,2,83700,167400,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,138347,0
R-1457,F. Almeida,CO,Pasaporte,no,Despegar,2026-06-30,2026-07-01,1,88700,88700,si,4500,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",73306,0
R-1458,P. Dubois,US,Pasaporte,si,Despegar,2026-08-15,2026-08-17,2,104300,208600,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",172397,0
R-1459,N. Garcia,AR,DNI,si,Booking.com,2026-06-20,2026-06-21,1,108000,108000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,89256,0
R-1460,V. Romero,AR,DNI,si,Directo web,2026-08-14,2026-08-21,7,104300,730100,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,603388,0
R-1461,O. Ahmed,AR,DNI,si,Booking.com,2026-08-12,2026-08-14,2,100500,201000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,166116,0
R-1462,L. Fernandez,CO,Pasaporte,si,Booking.com,2026-07-20,2026-07-23,3,89200,267600,si,15200,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",221157,0
R-1463,D. Oliveira,AR,DNI,si,Booking.com,2026-08-10,2026-08-12,2,94000,188000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,155372,0
R-1464,A. Costa,FR,Pasaporte,si,Walk-in,2026-08-08,2026-08-11,3,96800,290400,si,22000,tarjeta,B,fuga,Tarjeta AMEX emitida en Francia (BIN 497010),240000,50400
R-1465,I. Petrov,ES,Pasaporte,no,Walk-in,2026-08-24,2026-08-31,7,85900,601300,si,15200,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",496942,0
R-1466,O. Ahmed,BR,Pasaporte,no,Telefono/WhatsApp,2026-07-26,2026-07-28,2,110400,220800,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",182479,0
R-1467,M. Silva,AR,DNI,si,Directo web,2026-07-14,2026-07-17,3,87300,261900,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,216446,0
R-1468,L. Fernandez,AR,DNI,si,Booking.com,2026-07-22,2026-07-27,5,87300,436500,si,22000,efectivo_ars,B,no_elegible,Huésped residente en Argentina,360744,0
R-1469,L. Fernandez,AR,DNI,si,Booking.com,2026-08-09,2026-08-10,1,100000,100000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,82645,0
R-1470,O. Ahmed,AR,DNI,si,Booking.com,2026-08-12,2026-08-16,4,84300,337200,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,278678,0
R-1471,J. Pereira,FR,Pasaporte,si,Booking.com,2026-07-17,2026-07-19,2,94100,188200,si,0,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Francia (BIN 497010),155537,32663
R-1472,K. Novak,AR,DNI,si,Walk-in,2026-08-31,2026-09-04,4,105200,420800,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,347769,0
R-1473,V. Romero,UY,Pasaporte,si,Walk-in,2026-08-22,2026-08-23,1,117000,117000,si,0,transferencia_exterior,B,fuga,Transferencia desde banco del exterior,96694,20306
R-1474,J. Pereira,AR,DNI,si,Booking.com,2026-08-02,2026-08-04,2,105800,211600,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,174876,0
R-1475,I. Petrov,US,Pasaporte,si,Despegar,2026-07-31,2026-08-04,4,103700,414800,si,22000,tarjeta,A,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",342810,0
R-1476,M. Silva,AR,DNI,si,Booking.com,2026-07-08,2026-07-09,1,106900,106900,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,88347,0
R-1477,C. Rossi,AR,DNI,si,Despegar,2026-08-14,2026-08-17,3,112200,336600,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,278182,0
R-1478,K. Novak,BR,Pasaporte,no,Booking.com,2026-07-12,2026-07-13,1,108800,108800,si,4500,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",89917,0
R-1479,O. Ahmed,AR,DNI,si,Booking.com,2026-07-14,2026-07-16,2,88900,177800,si,15200,efectivo_ars,B,no_elegible,Huésped residente en Argentina,146942,0
R-1480,P. Dubois,BR,Pasaporte,no,Booking.com,2026-09-04,2026-09-08,4,107100,428400,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",354050,0
R-1481,L. Fernandez,AR,DNI,si,Directo web,2026-08-12,2026-08-15,3,84600,253800,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,209752,0
R-1482,E. Blanco,BR,Pasaporte,no,Booking.com,2026-08-24,2026-08-26,2,83900,167800,si,15200,tarjeta,B,fuga,Tarjeta AMEX emitida en Brasil (BIN 438935),138678,29122
R-1483,R. Muller,AR,DNI,si,Telefono/WhatsApp,2026-07-13,2026-07-14,1,99700,99700,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,82397,0
R-1484,E. Blanco,US,Pasaporte,si,Booking.com,2026-06-18,2026-06-21,3,96900,290700,si,0,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,240248,50452
R-1485,K. Novak,BR,Pasaporte,si,Walk-in,2026-08-09,2026-08-14,5,106000,530000,si,4500,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",438017,0
R-1486,H. Weber,AR,DNI,si,Walk-in,2026-08-08,2026-08-10,2,110500,221000,si,22000,efectivo_ars,A,no_elegible,Huésped residente en Argentina,182645,0
R-1487,M. Silva,AR,DNI,si,Directo web,2026-07-28,2026-07-29,1,101800,101800,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,84132,0
R-1488,N. Garcia,AR,DNI,si,Booking.com,2026-08-26,2026-08-29,3,84700,254100,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,210000,0
R-1489,S. Johnson,AR,DNI,si,Booking.com,2026-08-10,2026-08-15,5,101500,507500,si,15200,tarjeta,B,no_elegible,Huésped residente en Argentina,419421,0
R-1490,V. Romero,AR,DNI,si,Despegar,2026-08-23,2026-08-25,2,99700,199400,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,164793,0
R-1491,L. Fernandez,AR,DNI,si,Expedia,2026-07-16,2026-07-20,4,95300,381200,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,315041,0
R-1492,V. Romero,BR,Pasaporte,si,Booking.com,2026-08-12,2026-08-15,3,87300,261900,si,9800,tarjeta,T,correcto,Tarjeta AMEX emitida en Brasil (BIN 438935),216446,45454
R-1493,O. Ahmed,FR,Pasaporte,no,Booking.com,2026-07-14,2026-07-17,3,104200,312600,si,0,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",258347,0
R-1494,N. Garcia,BR,Pasaporte,no,Despegar,2026-07-24,2026-07-26,2,104900,209800,si,0,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",173388,0
R-1495,I. Petrov,AR,DNI,si,Expedia,2026-08-10,2026-08-12,2,86700,173400,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,143306,0
R-1496,M. Silva,AR,DNI,si,Booking.com,2026-08-15,2026-08-16,1,111000,111000,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,91736,0
R-1497,E. Blanco,AR,DNI,si,Expedia,2026-07-04,2026-07-05,1,107600,107600,si,22000,transferencia_local,B,no_elegible,Huésped residente en Argentina,88926,0
R-1498,O. Ahmed,AR,DNI,si,Booking.com,2026-06-22,2026-06-26,4,93100,372400,si,4500,efectivo_ars,B,no_elegible,Huésped residente en Argentina,307769,0
R-1499,R. Muller,AR,DNI,si,Expedia,2026-08-14,2026-08-17,3,114800,344400,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,284628,0
R-1500,R. Muller,AR,DNI,si,Booking.com,2026-07-29,2026-07-30,1,85300,85300,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,70496,0
R-1501,D. Oliveira,AR,DNI,si,Booking.com,2026-07-14,2026-07-17,3,104700,314100,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,259587,0
R-1502,J. Pereira,AR,DNI,si,Booking.com,2026-08-28,2026-09-01,4,117500,470000,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,388430,0
R-1503,C. Rossi,AR,DNI,si,Booking.com,2026-08-25,2026-08-27,2,100000,200000,si,22000,efectivo_ars,A,no_elegible,Huésped residente en Argentina,165289,0
R-1504,F. Almeida,AR,DNI,si,Booking.com,2026-08-29,2026-08-31,2,94000,188000,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,155372,0
R-1505,G. Ferrari,AR,DNI,si,Directo web,2026-06-22,2026-06-27,5,89200,446000,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,368595,0
R-1506,F. Almeida,MX,Pasaporte,si,Booking.com,2026-07-09,2026-07-11,2,88400,176800,si,9800,tarjeta,A,fuga,Tarjeta VISA emitida en México (BIN 547034),146116,30684
R-1507,T. Nakamura,BR,Pasaporte,si,Booking.com,2026-06-27,2026-06-29,2,96200,192400,si,15200,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",159008,0
R-1508,L. Fernandez,BR,Pasaporte,no,Directo web,2026-08-11,2026-08-15,4,87400,349600,si,0,tarjeta,B,fuga,Tarjeta MASTERCARD emitida en Brasil (BIN 516292),288926,60674
R-1509,O. Ahmed,AR,DNI,si,Booking.com,2026-07-30,2026-07-31,1,94200,94200,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,77851,0
R-1510,E. Blanco,BR,Pasaporte,si,Booking.com,2026-08-28,2026-08-29,1,108200,108200,si,22000,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,89421,18779
R-1511,H. Weber,FR,Pasaporte,si,Expedia,2026-07-10,2026-07-13,3,106700,320100,si,15200,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Francia (BIN 513412),264545,55555
R-1512,A. Costa,BR,Pasaporte,no,Booking.com,2026-08-23,2026-08-26,3,97400,292200,si,22000,efectivo_ars,A,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",241488,0
R-1513,L. Fernandez,AR,DNI,si,Booking.com,2026-07-17,2026-07-20,3,101400,304200,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,251405,0
R-1514,L. Fernandez,DE,Pasaporte,si,Telefono/WhatsApp,2026-07-01,2026-07-06,5,106200,531000,si,0,transferencia_exterior,T,correcto,Transferencia desde banco del exterior,438843,92157
R-1515,B. Lindqvist,AR,DNI,si,Booking.com,2026-07-06,2026-07-10,4,90400,361600,si,15200,transferencia_local,B,no_elegible,Huésped residente en Argentina,298843,0
R-1516,C. Rossi,AR,DNI,si,Expedia,2026-07-20,2026-07-22,2,85600,171200,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,141488,0
R-1517,A. Costa,FR,Pasaporte,si,Booking.com,2026-07-05,2026-07-06,1,106300,106300,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",87851,0
R-1518,E. Blanco,AR,DNI,si,Booking.com,2026-06-27,2026-07-01,4,107100,428400,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,354050,0
R-1519,B. Lindqvist,AR,DNI,si,Booking.com,2026-07-01,2026-07-04,3,88700,266100,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,219917,0
R-1520,J. Pereira,US,Pasaporte,no,Directo web,2026-07-01,2026-07-02,1,106900,106900,si,4500,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",88347,0
R-1521,K. Novak,AR,DNI,si,Booking.com,2026-08-11,2026-08-16,5,91700,458500,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,378926,0
R-1522,N. Garcia,FR,Pasaporte,no,Walk-in,2026-08-29,2026-08-31,2,117600,235200,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",194380,0
R-1523,I. Petrov,ES,Pasaporte,si,Expedia,2026-06-21,2026-06-25,4,102900,411600,si,9800,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",340165,0
R-1524,P. Dubois,BR,Pasaporte,no,Booking.com,2026-06-27,2026-06-30,3,110600,331800,si,0,transferencia_exterior,B,fuga,Transferencia desde banco del exterior,274215,57585
R-1525,C. Rossi,AR,DNI,si,Booking.com,2026-07-16,2026-07-19,3,105900,317700,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,262562,0
R-1526,D. Oliveira,AR,DNI,si,Despegar,2026-06-18,2026-06-22,4,87400,349600,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,288926,0
R-1527,V. Romero,DE,Pasaporte,si,Directo web,2026-08-13,2026-08-14,1,106200,106200,si,15200,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Alemania (BIN 545612),87769,18431
R-1528,G. Ferrari,AR,DNI,si,Directo web,2026-06-12,2026-06-14,2,101800,203600,si,15200,transferencia_local,B,no_elegible,Huésped residente en Argentina,168264,0
R-1529,E. Blanco,AR,DNI,si,Booking.com,2026-08-18,2026-08-25,7,101300,709100,si,15200,transferencia_local,B,no_elegible,Huésped residente en Argentina,586033,0
R-1530,O. Ahmed,AR,DNI,si,Booking.com,2026-08-10,2026-08-17,7,102200,715400,si,4500,transferencia_local,B,no_elegible,Huésped residente en Argentina,591240,0
R-1531,K. Novak,AR,DNI,si,Despegar,2026-08-01,2026-08-03,2,98200,196400,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,162314,0
R-1532,D. Oliveira,AR,DNI,si,Booking.com,2026-07-13,2026-07-16,3,86900,260700,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,215455,0
R-1533,I. Petrov,BR,Pasaporte,no,Directo web,2026-08-31,2026-09-04,4,100100,400400,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",330909,0
R-1534,A. Costa,CL,Pasaporte,no,Booking.com,2026-08-24,2026-08-28,4,87800,351200,si,22000,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",290248,0
R-1535,I. Petrov,DE,Pasaporte,si,Booking.com,2026-08-26,2026-09-02,7,87700,613900,si,4500,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",507355,0
R-1536,B. Lindqvist,AR,DNI,si,Booking.com,2026-08-05,2026-08-07,2,90500,181000,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,149587,0
R-1537,K. Novak,AR,DNI,si,Booking.com,2026-08-07,2026-08-12,5,112300,561500,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,464050,0
R-1538,P. Dubois,AR,DNI,si,Telefono/WhatsApp,2026-06-30,2026-07-04,4,88800,355200,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,293554,0
R-1539,J. Pereira,BR,Pasaporte,no,Walk-in,2026-06-27,2026-06-29,2,109700,219400,si,4500,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",181322,0
R-1540,R. Muller,AR,DNI,si,Booking.com,2026-07-07,2026-07-09,2,96600,193200,si,22000,efectivo_ars,B,no_elegible,Huésped residente en Argentina,159669,0
R-1541,G. Ferrari,AR,DNI,si,Expedia,2026-08-24,2026-08-27,3,98100,294300,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,243223,0
R-1542,S. Johnson,AR,DNI,si,Booking.com,2026-07-20,2026-07-22,2,103800,207600,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,171570,0
R-1543,R. Muller,US,Pasaporte,no,Despegar,2026-07-06,2026-07-13,7,99000,693000,si,0,tarjeta,A,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",572727,0
R-1544,K. Novak,AR,DNI,si,Booking.com,2026-06-13,2026-06-15,2,100600,201200,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,166281,0
R-1545,S. Johnson,AR,DNI,si,Telefono/WhatsApp,2026-06-23,2026-06-25,2,88400,176800,si,0,efectivo_ars,A,no_elegible,Huésped residente en Argentina,146116,0
R-1546,D. Oliveira,CL,Pasaporte,si,Expedia,2026-09-05,2026-09-10,5,107000,535000,si,22000,tarjeta,T,correcto,Tarjeta VISA emitida en Chile (BIN 456712),442149,92851
R-1547,K. Novak,AR,DNI,si,Booking.com,2026-08-12,2026-08-14,2,88300,176600,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,145950,0
R-1548,F. Almeida,AR,DNI,si,Telefono/WhatsApp,2026-09-01,2026-09-04,3,93000,279000,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,230579,0
R-1549,P. Dubois,AR,DNI,si,Directo web,2026-08-06,2026-08-09,3,99600,298800,si,4500,transferencia_local,B,no_elegible,Huésped residente en Argentina,246942,0
R-1550,J. Pereira,BR,Pasaporte,si,Booking.com,2026-09-03,2026-09-06,3,98200,294600,si,0,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Brasil (BIN 516292),243471,51129
R-1551,I. Petrov,CL,Pasaporte,no,Telefono/WhatsApp,2026-07-29,2026-08-02,4,95600,382400,si,0,tarjeta,B,fuga,Tarjeta MASTERCARD emitida en Chile (BIN 530312),316033,66367
R-1552,L. Fernandez,FR,Pasaporte,no,Directo web,2026-08-16,2026-08-23,7,111000,777000,si,9800,tarjeta,B,fuga,Tarjeta VISA emitida en Francia (BIN 513412),642149,134851
R-1553,O. Ahmed,AR,DNI,si,Despegar,2026-07-31,2026-08-02,2,95600,191200,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,158017,0
R-1554,D. Oliveira,AR,DNI,si,Booking.com,2026-07-26,2026-07-29,3,114200,342600,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,283140,0
R-1555,O. Ahmed,ES,Pasaporte,si,Booking.com,2026-08-03,2026-08-05,2,97700,195400,si,0,tarjeta,B,fuga,Tarjeta MASTERCARD emitida en España (BIN 540012),161488,33912
R-1556,B. Lindqvist,AR,DNI,si,Booking.com,2026-07-23,2026-07-26,3,95500,286500,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,236777,0
R-1557,F. Almeida,AR,DNI,si,Expedia,2026-08-16,2026-08-18,2,116800,233600,si,0,tarjeta,A,no_elegible,Huésped residente en Argentina,193058,0
R-1558,P. Dubois,DE,Pasaporte,si,Directo web,2026-06-11,2026-06-12,1,86300,86300,si,0,tarjeta,T,correcto,Tarjeta AMEX emitida en Alemania (BIN 492181),71322,14978
R-1559,A. Costa,AR,DNI,si,Booking.com,2026-07-21,2026-07-25,4,88300,353200,si,22000,transferencia_local,B,no_elegible,Huésped residente en Argentina,291901,0
R-1560,T. Nakamura,AR,DNI,si,Telefono/WhatsApp,2026-08-07,2026-08-09,2,104000,208000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,171901,0
R-1561,H. Weber,AR,DNI,si,Booking.com,2026-07-16,2026-07-19,3,86100,258300,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,213471,0
R-1562,T. Nakamura,DE,Pasaporte,no,Booking.com,2026-08-24,2026-08-26,2,85900,171800,si,0,transferencia_exterior,A,fuga,Transferencia desde banco del exterior,141983,29817
R-1563,N. Garcia,CL,Pasaporte,no,Booking.com,2026-09-07,2026-09-09,2,85600,171200,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",141488,0
R-1564,E. Blanco,AR,DNI,si,Booking.com,2026-08-06,2026-08-07,1,84200,84200,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,69587,0
R-1565,K. Novak,BR,Pasaporte,no,Despegar,2026-06-12,2026-06-15,3,93200,279600,si,0,tarjeta,A,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",231074,0
R-1566,F. Almeida,ES,Pasaporte,no,Booking.com,2026-08-31,2026-09-04,4,96400,385600,si,9800,transferencia_exterior,B,fuga,Transferencia desde banco del exterior,318678,66922
R-1567,I. Petrov,FR,Pasaporte,no,Expedia,2026-06-22,2026-06-24,2,84100,168200,si,0,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",139008,0
R-1568,L. Fernandez,BR,Pasaporte,si,Booking.com,2026-08-26,2026-08-29,3,85900,257700,si,9800,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Brasil (BIN 438935),212975,44725
R-1569,B. Lindqvist,CO,Pasaporte,si,Booking.com,2026-09-01,2026-09-04,3,84100,252300,si,4500,tarjeta,T,correcto,Tarjeta MASTERCARD emitida en Colombia (BIN 521212),208512,43788
R-1570,E. Blanco,BR,Pasaporte,no,Booking.com,2026-08-13,2026-08-17,4,105500,422000,si,9800,tarjeta,B,fuga,Tarjeta VISA emitida en Brasil (BIN 516292),348760,73240
R-1571,M. Silva,US,Pasaporte,no,Booking.com,2026-07-22,2026-07-24,2,99100,198200,si,0,transferencia_exterior,T,riesgo_legajo,Transferencia desde banco del exterior,163802,34398
R-1572,V. Romero,AR,DNI,si,Directo web,2026-08-11,2026-08-18,7,91400,639800,si,22000,tarjeta,B,no_elegible,Huésped residente en Argentina,528760,0
R-1573,R. Muller,UY,Pasaporte,no,Booking.com,2026-08-23,2026-08-26,3,96700,290100,si,0,transferencia_exterior,T,riesgo_legajo,Transferencia desde banco del exterior,239752,50348
R-1574,F. Almeida,BR,Pasaporte,no,Booking.com,2026-08-21,2026-08-23,2,101200,202400,si,9800,tarjeta,B,fuga,Tarjeta MASTERCARD emitida en Brasil (BIN 516292),167273,35127
R-1575,D. Oliveira,AR,DNI,si,Booking.com,2026-07-28,2026-07-30,2,107500,215000,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,177686,0
R-1576,B. Lindqvist,AR,DNI,si,Telefono/WhatsApp,2026-06-29,2026-06-30,1,102300,102300,si,0,tarjeta,B,no_elegible,Huésped residente en Argentina,84545,0
R-1577,B. Lindqvist,US,Pasaporte,no,Booking.com,2026-08-22,2026-08-27,5,117200,586000,si,15200,efectivo_usd,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo usd)",484298,0
R-1578,A. Costa,AR,DNI,si,Booking.com,2026-07-23,2026-07-24,1,100200,100200,si,22000,efectivo_ars,A,no_elegible,Huésped residente en Argentina,82810,0
R-1579,B. Lindqvist,AR,DNI,si,Walk-in,2026-08-03,2026-08-06,3,99100,297300,si,0,efectivo_ars,B,no_elegible,Huésped residente en Argentina,245702,0
R-1580,C. Rossi,CO,Pasaporte,si,Telefono/WhatsApp,2026-07-31,2026-08-01,1,115600,115600,si,9800,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",95537,0
R-1581,J. Pereira,AR,DNI,si,Booking.com,2026-06-11,2026-06-12,1,89300,89300,si,4500,tarjeta,B,no_elegible,Huésped residente en Argentina,73802,0
R-1582,N. Garcia,CL,Pasaporte,no,Booking.com,2026-08-28,2026-08-29,1,113800,113800,si,15200,tarjeta,B,no_elegible,"No residente, pero pagó con tarjeta emitida en Argentina (BIN local): el medio de pago no habilita la exención",94050,0
R-1583,T. Nakamura,UY,Pasaporte,si,Expedia,2026-08-01,2026-08-02,1,95300,95300,si,4500,efectivo_ars,B,no_elegible,"No residente, pero pagó por un medio no habilitante (efectivo ars)",78760,0
R-1584,K. Novak,AR,DNI,si,Directo web,2026-07-12,2026-07-14,2,110400,220800,si,9800,tarjeta,B,no_elegible,Huésped residente en Argentina,182479,0
R-1585,C. Rossi,AR,DNI,si,Booking.com,2026-08-31,2026-09-04,4,94900,379600,si,0,transferencia_local,B,no_elegible,Huésped residente en Argentina,313719,0
R-1586,S. Johnson,BR,Pasaporte,no,Despegar,2026-06-15,2026-06-18,3,89700,269100,si,0,tarjeta,B,fuga,Tarjeta VISA emitida en Brasil (BIN 438935),222397,46703
R-1587,N. Garcia,BR,Pasaporte,no,Telefono/WhatsApp,2026-07-29,2026-08-02,4,90800,363200,si,9800,tarjeta,T,riesgo_legajo,Tarjeta MASTERCARD emitida en Brasil (BIN 438935),300165,63035
