reserva_id,huesped,pais_residencia_declarado,documento_tipo,documento_en_legajo,canal,check_in,check_out,noches,tarifa_noche_ars,total_alojamiento_ars,desayuno_incluido,consumos_extra_ars,medio_pago,comprobante_clase
R-1654,J. Pereira,CL,Pasaporte,si,Directo web,2026-07-26,2026-07-28,2,101800,203600,si,0,tarjeta,T
R-1655,R. Muller,AR,DNI,si,Booking.com,2026-08-13,2026-08-16,3,101500,304500,si,4500,efectivo_ars,B
R-1656,C. Rossi,AR,DNI,si,Booking.com,2026-08-03,2026-08-08,5,91600,458000,si,0,transferencia_local,B
R-1657,K. Novak,CO,Pasaporte,no,Telefono/WhatsApp,2026-08-26,2026-08-29,3,103800,311400,si,9800,tarjeta,A
R-1658,R. Muller,AR,DNI,si,Despegar,2026-07-21,2026-07-23,2,103500,207000,si,0,efectivo_ars,B
R-1659,A. Costa,CL,Pasaporte,no,Booking.com,2026-09-03,2026-09-04,1,94800,94800,si,15200,efectivo_ars,B
R-1660,F. Almeida,ES,Pasaporte,no,Directo web,2026-07-23,2026-07-26,3,103700,311100,si,0,tarjeta,B
R-1661,P. Dubois,AR,DNI,si,Walk-in,2026-08-29,2026-08-31,2,106300,212600,si,0,tarjeta,B
R-1662,H. Weber,AR,DNI,si,Walk-in,2026-07-24,2026-07-26,2,106500,213000,si,4500,tarjeta,B
R-1663,A. Costa,BR,Pasaporte,no,Booking.com,2026-08-01,2026-08-02,1,107300,107300,si,4500,efectivo_usd,B
R-1664,S. Johnson,AR,DNI,si,Booking.com,2026-07-05,2026-07-06,1,101900,101900,si,15200,tarjeta,B
R-1665,S. Johnson,AR,DNI,si,Directo web,2026-08-22,2026-08-25,3,110300,330900,si,15200,tarjeta,B
R-1666,J. Pereira,FR,Pasaporte,no,Walk-in,2026-08-25,2026-08-27,2,103900,207800,si,0,tarjeta,B
R-1667,C. Rossi,AR,DNI,si,Expedia,2026-08-15,2026-08-18,3,93200,279600,si,0,tarjeta,B
R-1668,H. Weber,BR,Pasaporte,no,Expedia,2026-08-07,2026-08-10,3,100600,301800,si,4500,transferencia_exterior,B
R-1669,D. Oliveira,UY,Pasaporte,no,Booking.com,2026-09-04,2026-09-08,4,104000,416000,si,15200,efectivo_usd,B
R-1670,T. Nakamura,AR,DNI,si,Directo web,2026-06-12,2026-06-13,1,113000,113000,si,15200,tarjeta,B
R-1672,O. Ahmed,CL,Pasaporte,si,Booking.com,2026-06-14,2026-06-17,3,110700,332100,si,15200,tarjeta,B
R-1673,P. Dubois,AR,DNI,si,Telefono/WhatsApp,2026-07-18,2026-07-19,1,105100,105100,si,0,tarjeta,B
R-1674,O. Ahmed,AR,DNI,si,Walk-in,2026-07-23,2026-07-25,2,88000,176000,si,0,tarjeta,B
R-1675,K. Novak,AR,DNI,si,Booking.com,2026-09-03,2026-09-05,2,93600,187200,si,15200,tarjeta,B
R-1676,M. Silva,AR,DNI,si,Expedia,2026-06-25,2026-06-27,2,91300,182600,si,9800,efectivo_ars,A
R-1677,M. Silva,AR,DNI,si,Despegar,2026-09-03,2026-09-05,2,105900,211800,si,0,tarjeta,A
R-1678,B. Lindqvist,BR,Pasaporte,si,Booking.com,2026-06-29,2026-06-30,1,91800,91800,si,15200,tarjeta,T
R-1679,L. Fernandez,US,Pasaporte,no,Booking.com,2026-07-26,2026-07-29,3,101200,303600,si,15200,tarjeta,B
R-1680,L. Fernandez,BR,Pasaporte,no,Expedia,2026-07-19,2026-07-20,1,109500,109500,si,0,efectivo_usd,B
R-1681,D. Oliveira,AR,DNI,si,Booking.com,2026-08-24,2026-08-26,2,90000,180000,si,0,tarjeta,B
R-1682,N. Garcia,AR,DNI,si,Booking.com,2026-06-30,2026-07-07,7,90500,633500,si,9800,efectivo_ars,B
R-1683,A. Costa,AR,DNI,si,Despegar,2026-06-19,2026-06-21,2,98200,196400,si,0,tarjeta,B
R-1684,R. Muller,CO,Pasaporte,si,Despegar,2026-08-29,2026-08-30,1,114100,114100,si,4500,tarjeta,A
R-1685,H. Weber,US,Pasaporte,si,Booking.com,2026-07-04,2026-07-05,1,94900,94900,si,0,tarjeta,B
R-1686,K. Novak,CL,Pasaporte,no,Directo web,2026-08-03,2026-08-04,1,85100,85100,si,4500,tarjeta,B
R-1687,T. Nakamura,US,Pasaporte,no,Directo web,2026-06-11,2026-06-12,1,96600,96600,si,9800,tarjeta,B
R-1688,D. Oliveira,AR,DNI,si,Directo web,2026-08-10,2026-08-15,5,102800,514000,si,0,tarjeta,B
R-1689,F. Almeida,AR,DNI,si,Telefono/WhatsApp,2026-06-13,2026-06-15,2,114500,229000,si,0,tarjeta,A
R-1690,S. Johnson,AR,DNI,si,Walk-in,2026-06-16,2026-06-18,2,92400,184800,si,0,tarjeta,B
R-1691,M. Silva,AR,DNI,si,Directo web,2026-08-22,2026-08-23,1,108000,108000,si,0,tarjeta,B
R-1692,L. Fernandez,CO,Pasaporte,si,Walk-in,2026-08-07,2026-08-09,2,109000,218000,si,0,efectivo_usd,B
R-1693,J. Pereira,AR,DNI,si,Booking.com,2026-06-15,2026-06-19,4,97900,391600,si,15200,efectivo_ars,B
R-1694,B. Lindqvist,US,Pasaporte,no,Telefono/WhatsApp,2026-06-24,2026-06-25,1,93800,93800,si,4500,tarjeta,A
R-1695,J. Pereira,BR,Pasaporte,si,Booking.com,2026-08-10,2026-08-15,5,95800,479000,si,22000,tarjeta,B
R-1696,E. Blanco,FR,Pasaporte,no,Directo web,2026-06-30,2026-07-04,4,95700,382800,si,22000,tarjeta,B
R-1697,B. Lindqvist,BR,Pasaporte,si,Directo web,2026-07-29,2026-07-31,2,88900,177800,si,15200,tarjeta,B
R-1698,P. Dubois,AR,DNI,si,Booking.com,2026-09-02,2026-09-07,5,101500,507500,si,4500,tarjeta,B
R-1699,S. Johnson,UY,Pasaporte,no,Booking.com,2026-08-22,2026-08-24,2,100400,200800,si,0,efectivo_usd,A
R-1700,J. Pereira,BR,Pasaporte,no,Booking.com,2026-06-16,2026-06-19,3,91600,274800,si,15200,efectivo_ars,B
R-1701,J. Pereira,US,Pasaporte,si,Booking.com,2026-07-12,2026-07-15,3,104700,314100,si,9800,tarjeta,T
R-1702,K. Novak,AR,DNI,si,Booking.com,2026-08-13,2026-08-15,2,87300,174600,si,0,efectivo_ars,B
R-1703,S. Johnson,BR,Pasaporte,no,Directo web,2026-08-13,2026-08-15,2,101000,202000,si,22000,tarjeta,B
R-1704,K. Novak,DE,Pasaporte,si,Despegar,2026-07-19,2026-07-21,2,112200,224400,si,4500,tarjeta,T
R-1705,I. Petrov,MX,Pasaporte,si,Telefono/WhatsApp,2026-07-27,2026-07-29,2,104800,209600,si,22000,tarjeta,B
R-1706,A. Costa,AR,DNI,si,Directo web,2026-08-20,2026-08-22,2,86300,172600,si,0,tarjeta,B
R-1707,V. Romero,FR,Pasaporte,si,Directo web,2026-08-23,2026-08-28,5,113100,565500,si,0,tarjeta,T
R-1708,D. Oliveira,BR,Pasaporte,no,Booking.com,2026-06-13,2026-06-15,2,101100,202200,si,0,tarjeta,T
R-1709,F. Almeida,FR,Pasaporte,no,Despegar,2026-07-17,2026-07-22,5,110200,551000,si,9800,tarjeta,T
R-1710,B. Lindqvist,AR,DNI,si,Booking.com,2026-06-12,2026-06-15,3,103600,310800,si,15200,tarjeta,B
R-1711,B. Lindqvist,AR,DNI,si,Booking.com,2026-08-22,2026-08-23,1,102500,102500,si,15200,transferencia_local,A
R-1712,J. Pereira,FR,Pasaporte,no,Despegar,2026-08-01,2026-08-04,3,113100,339300,si,15200,efectivo_ars,B
R-1713,D. Oliveira,UY,Pasaporte,si,Booking.com,2026-08-26,2026-08-29,3,91500,274500,si,22000,tarjeta,T
R-1714,P. Dubois,ES,Pasaporte,si,Telefono/WhatsApp,2026-07-18,2026-07-21,3,97500,292500,si,0,tarjeta,T
R-1715,A. Costa,AR,DNI,si,Directo web,2026-08-25,2026-09-01,7,97100,679700,si,4500,tarjeta,B
R-1716,S. Johnson,AR,DNI,si,Booking.com,2026-06-24,2026-06-27,3,107500,322500,si,0,tarjeta,B
R-1717,D. Oliveira,AR,DNI,si,Directo web,2026-07-05,2026-07-06,1,107400,107400,si,0,tarjeta,A
R-1718,C. Rossi,AR,DNI,si,Directo web,2026-06-22,2026-06-25,3,93400,280200,si,9800,efectivo_ars,B
R-1719,H. Weber,CL,Pasaporte,si,Directo web,2026-08-17,2026-08-22,5,108000,540000,si,0,tarjeta,A
R-1720,E. Blanco,AR,DNI,si,Booking.com,2026-07-24,2026-07-28,4,101900,407600,si,4500,tarjeta,B
R-1721,O. Ahmed,AR,DNI,si,Directo web,2026-09-06,2026-09-10,4,94700,378800,si,22000,tarjeta,B
R-1722,L. Fernandez,US,Pasaporte,si,Booking.com,2026-07-03,2026-07-05,2,100300,200600,si,4500,tarjeta,B
R-1723,E. Blanco,DE,Pasaporte,si,Booking.com,2026-06-14,2026-06-15,1,106400,106400,si,0,efectivo_usd,B
R-1724,H. Weber,US,Pasaporte,no,Walk-in,2026-08-26,2026-08-27,1,97300,97300,si,4500,efectivo_usd,B
R-1725,J. Pereira,AR,DNI,si,Booking.com,2026-06-28,2026-07-02,4,108300,433200,si,9800,tarjeta,B
R-1726,R. Muller,AR,DNI,si,Directo web,2026-06-27,2026-06-30,3,117500,352500,si,0,tarjeta,B
R-1727,G. Ferrari,AR,DNI,si,Booking.com,2026-08-05,2026-08-10,5,86200,431000,si,0,transferencia_local,B
R-1728,G. Ferrari,ES,Pasaporte,no,Telefono/WhatsApp,2026-08-02,2026-08-04,2,115000,230000,si,0,tarjeta,A
R-1729,C. Rossi,US,Pasaporte,si,Directo web,2026-08-21,2026-08-23,2,107900,215800,si,0,efectivo_usd,B
R-1730,G. Ferrari,BR,Pasaporte,si,Directo web,2026-08-06,2026-08-08,2,105700,211400,si,0,tarjeta,B
R-1731,I. Petrov,AR,DNI,si,Directo web,2026-08-23,2026-08-25,2,110100,220200,si,0,tarjeta,B
R-1732,B. Lindqvist,MX,Pasaporte,no,Telefono/WhatsApp,2026-07-21,2026-07-24,3,105100,315300,si,0,efectivo_ars,B
R-1733,N. Garcia,AR,DNI,si,Booking.com,2026-07-19,2026-07-20,1,105200,105200,si,22000,tarjeta,B
R-1734,G. Ferrari,AR,DNI,si,Booking.com,2026-08-23,2026-08-27,4,93900,375600,si,15200,efectivo_ars,B
R-1735,B. Lindqvist,AR,DNI,si,Telefono/WhatsApp,2026-07-20,2026-07-23,3,101800,305400,si,9800,transferencia_local,B
R-1736,N. Garcia,FR,Pasaporte,si,Expedia,2026-08-05,2026-08-09,4,105500,422000,si,0,tarjeta,B
R-1737,T. Nakamura,CO,Pasaporte,no,Walk-in,2026-07-10,2026-07-12,2,116300,232600,si,0,tarjeta,T
R-1738,M. Silva,AR,DNI,si,Telefono/WhatsApp,2026-08-22,2026-08-25,3,107600,322800,si,4500,tarjeta,B
R-1739,R. Muller,AR,DNI,si,Booking.com,2026-08-25,2026-08-27,2,90600,181200,si,9800,efectivo_ars,B
R-1741,N. Garcia,AR,DNI,si,Telefono/WhatsApp,2026-07-20,2026-07-24,4,87700,350800,si,0,transferencia_local,B
R-1742,V. Romero,US,Pasaporte,si,Telefono/WhatsApp,2026-07-28,2026-07-30,2,103700,207400,si,22000,tarjeta,T
R-1743,N. Garcia,AR,DNI,si,Despegar,2026-06-11,2026-06-12,1,85400,85400,si,4500,tarjeta,B
R-1744,B. Lindqvist,AR,DNI,si,Booking.com,2026-07-21,2026-07-25,4,102500,410000,si,0,tarjeta,B
R-1745,D. Oliveira,BR,Pasaporte,no,Expedia,2026-08-21,2026-08-24,3,96600,289800,si,9800,tarjeta,T
R-1746,K. Novak,MX,Pasaporte,no,Walk-in,2026-07-02,2026-07-07,5,100400,502000,si,4500,tarjeta,B
R-1747,L. Fernandez,ES,Pasaporte,si,Directo web,2026-07-11,2026-07-14,3,99100,297300,si,0,efectivo_ars,B
R-1748,B. Lindqvist,US,Pasaporte,si,Booking.com,2026-08-09,2026-08-11,2,113300,226600,si,22000,tarjeta,B
R-1749,H. Weber,AR,DNI,si,Booking.com,2026-07-23,2026-07-25,2,90900,181800,si,4500,tarjeta,B
R-1750,J. Pereira,AR,DNI,si,Directo web,2026-08-16,2026-08-18,2,104400,208800,si,9800,tarjeta,B
R-1751,G. Ferrari,BR,Pasaporte,si,Directo web,2026-07-16,2026-07-20,4,86100,344400,si,9800,efectivo_ars,B
R-1752,G. Ferrari,AR,DNI,si,Expedia,2026-06-16,2026-06-23,7,92600,648200,si,15200,tarjeta,B
R-1753,F. Almeida,AR,DNI,si,Directo web,2026-08-22,2026-08-23,1,106500,106500,si,22000,tarjeta,B
R-1754,C. Rossi,AR,DNI,si,Booking.com,2026-09-04,2026-09-06,2,106000,212000,si,9800,tarjeta,B
R-1755,D. Oliveira,AR,DNI,si,Walk-in,2026-07-10,2026-07-17,7,106800,747600,si,22000,tarjeta,B
R-1756,F. Almeida,AR,DNI,si,Telefono/WhatsApp,2026-08-31,2026-09-03,3,84700,254100,si,0,tarjeta,B
R-1757,C. Rossi,AR,DNI,si,Booking.com,2026-07-21,2026-07-24,3,104700,314100,si,4500,tarjeta,B
R-1758,I. Petrov,AR,DNI,si,Booking.com,2026-08-15,2026-08-17,2,110700,221400,si,15200,tarjeta,B
R-1759,C. Rossi,UY,Pasaporte,si,Booking.com,2026-08-23,2026-08-25,2,100600,201200,si,0,efectivo_usd,B
R-1760,C. Rossi,AR,DNI,si,Booking.com,2026-07-23,2026-07-24,1,107100,107100,si,9800,tarjeta,B
R-1761,G. Ferrari,US,Pasaporte,no,Walk-in,2026-07-10,2026-07-17,7,114000,798000,si,0,tarjeta,B
R-1762,T. Nakamura,DE,Pasaporte,no,Booking.com,2026-08-23,2026-08-26,3,111600,334800,si,4500,tarjeta,B
R-1763,C. Rossi,AR,DNI,si,Booking.com,2026-07-07,2026-07-10,3,96700,290100,si,0,tarjeta,B
R-1764,J. Pereira,ES,Pasaporte,si,Booking.com,2026-08-09,2026-08-12,3,94600,283800,si,15200,tarjeta,B
R-1765,M. Silva,AR,DNI,si,Booking.com,2026-06-20,2026-06-23,3,99300,297900,si,22000,tarjeta,B
R-1766,R. Muller,AR,DNI,si,Telefono/WhatsApp,2026-07-21,2026-07-25,4,97700,390800,si,0,tarjeta,B
R-1767,D. Oliveira,US,Pasaporte,si,Telefono/WhatsApp,2026-08-14,2026-08-21,7,116700,816900,si,0,tarjeta,T
R-1768,E. Blanco,US,Pasaporte,no,Despegar,2026-08-30,2026-09-01,2,96700,193400,si,22000,tarjeta,B
R-1769,P. Dubois,BR,Pasaporte,si,Telefono/WhatsApp,2026-09-07,2026-09-08,1,106500,106500,si,0,efectivo_usd,B
R-1770,M. Silva,BR,Pasaporte,si,Telefono/WhatsApp,2026-07-11,2026-07-13,2,103500,207000,si,15200,tarjeta,B
R-1771,R. Muller,AR,DNI,si,Booking.com,2026-09-02,2026-09-03,1,105000,105000,si,22000,tarjeta,A
R-1772,L. Fernandez,AR,DNI,si,Despegar,2026-06-25,2026-06-27,2,89100,178200,si,4500,tarjeta,B
R-1773,J. Pereira,MX,Pasaporte,no,Directo web,2026-06-26,2026-06-28,2,102100,204200,si,0,efectivo_ars,B
R-1774,V. Romero,BR,Pasaporte,si,Booking.com,2026-07-08,2026-07-12,4,99100,396400,si,22000,efectivo_ars,B
R-1775,B. Lindqvist,AR,DNI,si,Despegar,2026-07-10,2026-07-15,5,115900,579500,si,9800,tarjeta,B
R-1776,P. Dubois,AR,DNI,si,Booking.com,2026-07-05,2026-07-10,5,102000,510000,si,9800,tarjeta,A
R-1777,N. Garcia,BR,Pasaporte,no,Expedia,2026-08-15,2026-08-17,2,111100,222200,si,0,efectivo_ars,B
R-1778,N. Garcia,AR,DNI,si,Booking.com,2026-06-18,2026-06-25,7,95400,667800,si,9800,tarjeta,B
R-1779,I. Petrov,CL,Pasaporte,no,Directo web,2026-07-04,2026-07-05,1,102700,102700,si,0,efectivo_ars,B
R-1780,R. Muller,FR,Pasaporte,no,Booking.com,2026-08-23,2026-08-24,1,108700,108700,si,22000,efectivo_ars,B
R-1781,R. Muller,MX,Pasaporte,si,Directo web,2026-06-16,2026-06-19,3,87800,263400,si,0,tarjeta,T
R-1782,D. Oliveira,AR,DNI,si,Booking.com,2026-07-08,2026-07-10,2,93700,187400,si,22000,tarjeta,B
R-1783,M. Silva,BR,Pasaporte,si,Directo web,2026-07-18,2026-07-22,4,108500,434000,si,4500,tarjeta,T
R-1784,G. Ferrari,UY,Pasaporte,no,Booking.com,2026-08-31,2026-09-02,2,87000,174000,si,0,efectivo_ars,B
R-1785,V. Romero,US,Pasaporte,si,Telefono/WhatsApp,2026-07-09,2026-07-13,4,94300,377200,si,9800,tarjeta,T
R-1786,I. Petrov,US,Pasaporte,si,Booking.com,2026-08-28,2026-08-29,1,94200,94200,si,22000,transferencia_exterior,T
R-1787,G. Ferrari,BR,Pasaporte,si,Directo web,2026-09-04,2026-09-06,2,105800,211600,si,0,tarjeta,T
R-1788,C. Rossi,AR,DNI,si,Despegar,2026-08-28,2026-08-29,1,111100,111100,si,22000,transferencia_local,B
R-1789,N. Garcia,AR,DNI,si,Directo web,2026-06-24,2026-06-27,3,95600,286800,si,22000,transferencia_local,B
R-1790,S. Johnson,AR,DNI,si,Telefono/WhatsApp,2026-06-13,2026-06-15,2,110100,220200,si,9800,tarjeta,B
R-1791,I. Petrov,UY,Pasaporte,no,Telefono/WhatsApp,2026-09-07,2026-09-10,3,91600,274800,si,0,tarjeta,B
R-1792,V. Romero,AR,DNI,si,Booking.com,2026-06-13,2026-06-16,3,111100,333300,si,4500,transferencia_local,B
R-1793,K. Novak,CL,Pasaporte,si,Directo web,2026-07-29,2026-08-01,3,100500,301500,si,9800,tarjeta,T
R-1794,C. Rossi,US,Pasaporte,no,Walk-in,2026-08-23,2026-08-28,5,115400,577000,si,0,tarjeta,B
R-1795,F. Almeida,AR,DNI,si,Directo web,2026-07-27,2026-07-28,1,84900,84900,si,4500,efectivo_ars,B
R-1796,G. Ferrari,AR,DNI,si,Telefono/WhatsApp,2026-08-28,2026-09-04,7,93900,657300,si,0,tarjeta,B
R-1797,K. Novak,AR,DNI,si,Booking.com,2026-07-14,2026-07-15,1,83800,83800,si,0,efectivo_ars,B
R-1798,C. Rossi,BR,Pasaporte,si,Booking.com,2026-08-28,2026-08-29,1,111000,111000,si,0,transferencia_exterior,T
R-1799,G. Ferrari,ES,Pasaporte,no,Booking.com,2026-09-01,2026-09-02,1,91600,91600,si,0,tarjeta,B
R-1800,C. Rossi,AR,DNI,si,Telefono/WhatsApp,2026-06-11,2026-06-12,1,96300,96300,si,9800,transferencia_local,B
R-1801,V. Romero,MX,Pasaporte,no,Booking.com,2026-06-26,2026-06-30,4,103300,413200,si,0,tarjeta,B
R-1802,G. Ferrari,ES,Pasaporte,si,Telefono/WhatsApp,2026-09-07,2026-09-09,2,101000,202000,si,4500,efectivo_usd,B
R-1803,T. Nakamura,CO,Pasaporte,si,Booking.com,2026-07-25,2026-07-30,5,113100,565500,si,0,tarjeta,T
